50,0,0
49.9,0.06474996782,-0.06474996782
49.8,0.1293266894,-0.1293266894
49.7,0.1937286401,-0.1937286401
49.6,0.2579542955,-0.2579542955
49.5,0.3220021308,-0.3220021308
49.4,0.3858706215,-0.3858706215
49.3,0.4495582431,-0.4495582431
49.2,0.5130634709,-0.5130634709
49.1,0.5763847803,-0.5763847803
49,0.6395206468,-0.6395206468
48.9,0.7024695457,-0.7024695457
48.8,0.7652299526,-0.7652299526
48.7,0.8278003427,-0.8278003427
48.6,0.8901791915,-0.8901791915
48.5,0.9523649745,-0.9523649745
48.4,1.014356167,-1.014356167
48.3,1.076151244,-1.076151244
48.2,1.137748682,-1.137748682
48.1,1.199146956,-1.199146956
48,1.26034454,-1.26034454
47.9,1.321339912,-1.321339912
47.8,1.382131545,-1.382131545
47.7,1.442717916,-1.442717916
47.6,1.503097499,-1.503097499
47.5,1.563268771,-1.563268771
47.4,1.623230207,-1.623230207
47.3,1.682980281,-1.682980281
47.2,1.74251747,-1.74251747
47.1,1.801840249,-1.801840249
47,1.860947094,-1.860947094
46.9,1.919836478,-1.919836478
46.8,1.97850688,-1.97850688
46.7,2.036956772,-2.036956772
46.6,2.095184632,-2.095184632
46.5,2.153188934,-2.153188934
46.4,2.210968153,-2.210968153
46.3,2.268520766,-2.268520766
46.2,2.325845248,-2.325845248
46.1,2.382940073,-2.382940073
46,2.439803718,-2.439803718
45.9,2.496434658,-2.496434658
45.8,2.552831368,-2.552831368
45.7,2.608992324,-2.608992324
45.6,2.664916001,-2.664916001
45.5,2.720600874,-2.720600874
45.4,2.776045419,-2.776045419
45.3,2.831248112,-2.831248112
45.2,2.886207427,-2.886207427
45.1,2.94092184,-2.94092184
45,2.995389827,-2.995389827
44.9,3.049609863,-3.049609863
44.8,3.103580423,-3.103580423
44.7,3.157299983,-3.157299983
44.6,3.210767019,-3.210767019
44.5,3.263980005,-3.263980005
44.4,3.316937417,-3.316937417
44.3,3.36963773,-3.36963773
44.2,3.42207942,-3.42207942
44.1,3.474260963,-3.474260963
44,3.526180833,-3.526180833
43.9,3.577837506,-3.577837506
43.8,3.629229458,-3.629229458
43.7,3.680355163,-3.680355163
43.6,3.731213098,-3.731213098
43.5,3.781801738,-3.781801738
43.4,3.832119558,-3.832119558
43.3,3.882165033,-3.882165033
43.2,3.93193664,-3.93193664
43.1,3.981432853,-3.981432853
43,4.030652147,-4.030652147
42.9,4.079592999,-4.079592999
42.8,4.128253883,-4.128253883
42.7,4.176633276,-4.176633276
42.6,4.224729652,-4.224729652
42.5,4.272541487,-4.272541487
42.4,4.320067256,-4.320067256
42.3,4.367305435,-4.367305435
42.2,4.414254498,-4.414254498
42.1,4.460912923,-4.460912923
42,4.507279183,-4.507279183
41.9,4.553351755,-4.553351755
41.8,4.599129113,-4.599129113
41.7,4.644609734,-4.644609734
41.6,4.689792092,-4.689792092
41.5,4.734674663,-4.734674663
41.4,4.779255922,-4.779255922
41.3,4.823534346,-4.823534346
41.2,4.867508408,-4.867508408
41.1,4.911176586,-4.911176586
41,4.954537353,-4.954537353
40.9,4.997589185,-4.997589185
40.8,5.040330559,-5.040330559
40.7,5.082759949,-5.082759949
40.6,5.12487583,-5.12487583
40.5,5.166676679,-5.166676679
40.4,5.20816097,-5.20816097
40.3,5.249327179,-5.249327179
40.2,5.290173782,-5.290173782
40.1,5.330699253,-5.330699253
40,5.370902069,-5.370902069
39.9,5.410780704,-5.410780704
39.8,5.450333634,-5.450333634
39.7,5.489559334,-5.489559334
39.6,5.52845628,-5.52845628
39.5,5.567022948,-5.567022948
39.4,5.605257812,-5.605257812
39.3,5.643159348,-5.643159348
39.2,5.680726032,-5.680726032
39.1,5.717956338,-5.717956338
39,5.754848743,-5.754848743
38.9,5.791401722,-5.791401722
38.8,5.827613749,-5.827613749
38.7,5.863483302,-5.863483302
38.6,5.899008854,-5.899008854
38.5,5.934188881,-5.934188881
38.4,5.96902186,-5.96902186
38.3,6.003506264,-6.003506264
38.2,6.03764057,-6.03764057
38.1,6.071423253,-6.071423253
38,6.104852789,-6.104852789
37.9,6.137927652,-6.137927652
37.8,6.170646319,-6.170646319
37.7,6.203007264,-6.203007264
37.6,6.235008963,-6.235008963
37.5,6.266649892,-6.266649892
37.4,6.297928526,-6.297928526
37.3,6.32884334,-6.32884334
37.2,6.359392809,-6.359392809
37.1,6.38957541,-6.38957541
37,6.419389618,-6.419389618
36.9,6.448833907,-6.448833907
36.8,6.477906754,-6.477906754
36.7,6.506606633,-6.506606633
36.6,6.534932021,-6.534932021
36.5,6.562881392,-6.562881392
36.4,6.590453223,-6.590453223
36.3,6.617645988,-6.617645988
36.2,6.644458162,-6.644458162
36.1,6.670888222,-6.670888222
36,6.696934643,-6.696934643
35.9,6.722595899,-6.722595899
35.8,6.747870467,-6.747870467
35.7,6.772756822,-6.772756822
35.6,6.79725344,-6.79725344
35.5,6.821358795,-6.821358795
35.4,6.845071363,-6.845071363
35.3,6.86838962,-6.86838962
35.2,6.891312041,-6.891312041
35.1,6.913837101,-6.913837101
35,6.935963276,-6.935963276
34.9,6.957689041,-6.957689041
34.8,6.979012872,-6.979012872
34.7,6.999933243,-6.999933243
34.6,7.020448632,-7.020448632
34.5,7.040557512,-7.040557512
34.4,7.060258359,-7.060258359
34.3,7.079549649,-7.079549649
34.2,7.098429857,-7.098429857
34.1,7.116897459,-7.116897459
34,7.13495093,-7.13495093
33.9,7.152588744,-7.152588744
33.8,7.169809379,-7.169809379
33.7,7.186611309,-7.186611309
33.6,7.202993009,-7.202993009
33.5,7.218952956,-7.218952956
33.4,7.234489623,-7.234489623
33.3,7.249601488,-7.249601488
33.2,7.264287025,-7.264287025
33.1,7.278544709,-7.278544709
33,7.292373017,-7.292373017
32.9,7.305770422,-7.305770422
32.8,7.318735402,-7.318735402
32.7,7.331266431,-7.331266431
32.6,7.343361985,-7.343361985
32.5,7.355020539,-7.355020539
32.4,7.366240568,-7.366240568
32.3,7.377020548,-7.377020548
32.2,7.387358955,-7.387358955
32.1,7.397254263,-7.397254263
32,7.406704949,-7.406704949
31.9,7.415709487,-7.415709487
31.8,7.424266353,-7.424266353
31.7,7.432374023,-7.432374023
31.6,7.440030971,-7.440030971
31.5,7.447235674,-7.447235674
31.4,7.453986606,-7.453986606
31.3,7.460282243,-7.460282243
31.2,7.466121061,-7.466121061
31.1,7.471501534,-7.471501534
31,7.476422139,-7.476422139
30.9,7.480881351,-7.480881351
30.8,7.484877645,-7.484877645
30.7,7.488409496,-7.488409496
30.6,7.49147538,-7.49147538
30.5,7.494073773,-7.494073773
30.4,7.496203149,-7.496203149
30.3,7.497861984,-7.497861984
30.2,7.499048754,-7.499048754
30.1,7.499761935,-7.499761935
30,7.5,-7.5
29.9,7.5,-7.5
29.8,7.5,-7.5
29.7,7.5,-7.5
29.6,7.5,-7.5
29.5,7.5,-7.5
29.4,7.5,-7.5
29.3,7.5,-7.5
29.2,7.5,-7.5
29.1,7.5,-7.5
29,7.5,-7.5
28.9,7.5,-7.5
28.8,7.5,-7.5
28.7,7.5,-7.5
28.6,7.5,-7.5
28.5,7.5,-7.5
28.4,7.5,-7.5
28.3,7.5,-7.5
28.2,7.5,-7.5
28.1,7.5,-7.5
28,7.5,-7.5
27.9,7.5,-7.5
27.8,7.5,-7.5
27.7,7.5,-7.5
27.6,7.5,-7.5
27.5,7.5,-7.5
27.4,7.5,-7.5
27.3,7.5,-7.5
27.2,7.5,-7.5
27.1,7.5,-7.5
27,7.5,-7.5
26.9,7.5,-7.5
26.8,7.5,-7.5
26.7,7.5,-7.5
26.6,7.5,-7.5
26.5,7.5,-7.5
26.4,7.5,-7.5
26.3,7.5,-7.5
26.2,7.5,-7.5
26.1,7.5,-7.5
26,7.5,-7.5
25.9,7.5,-7.5
25.8,7.5,-7.5
25.7,7.5,-7.5
25.6,7.5,-7.5
25.5,7.5,-7.5
25.4,7.5,-7.5
25.3,7.5,-7.5
25.2,7.5,-7.5
25.1,7.5,-7.5
25,7.5,-7.5
24.9,7.5,-7.5
24.8,7.5,-7.5
24.7,7.5,-7.5
24.6,7.5,-7.5
24.5,7.5,-7.5
24.4,7.5,-7.5
24.3,7.5,-7.5
24.2,7.5,-7.5
24.1,7.5,-7.5
24,7.5,-7.5
23.9,7.5,-7.5
23.8,7.5,-7.5
23.7,7.5,-7.5
23.6,7.5,-7.5
23.5,7.5,-7.5
23.4,7.5,-7.5
23.3,7.5,-7.5
23.2,7.5,-7.5
23.1,7.5,-7.5
23,7.5,-7.5
22.9,7.5,-7.5
22.8,7.5,-7.5
22.7,7.5,-7.5
22.6,7.5,-7.5
22.5,7.5,-7.5
22.4,7.5,-7.5
22.3,7.5,-7.5
22.2,7.5,-7.5
22.1,7.5,-7.5
22,7.5,-7.5
21.9,7.5,-7.5
21.8,7.5,-7.5
21.7,7.5,-7.5
21.6,7.5,-7.5
21.5,7.5,-7.5
21.4,7.5,-7.5
21.3,7.5,-7.5
21.2,7.5,-7.5
21.1,7.5,-7.5
21,7.5,-7.5
20.9,7.5,-7.5
20.8,7.5,-7.5
20.7,7.5,-7.5
20.6,7.5,-7.5
20.5,7.5,-7.5
20.4,7.5,-7.5
20.3,7.5,-7.5
20.2,7.5,-7.5
20.1,7.5,-7.5
20,7.5,-7.5
19.9,7.499906249,-7.499906249
19.8,7.499624991,-7.499624991
19.7,7.499156203,-7.499156203
19.6,7.49849985,-7.49849985
19.5,7.497655884,-7.497655884
19.4,7.49662424,-7.49662424
19.3,7.495404842,-7.495404842
19.2,7.493997598,-7.493997598
19.1,7.492402402,-7.492402402
19,7.490619133,-7.490619133
18.9,7.488647658,-7.488647658
18.8,7.486487828,-7.486487828
18.7,7.48413948,-7.48413948
18.6,7.481602435,-7.481602435
18.5,7.478876503,-7.478876503
18.4,7.475961477,-7.475961477
18.3,7.472857134,-7.472857134
18.2,7.46956324,-7.46956324
18.1,7.466079544,-7.466079544
18,7.462405778,-7.462405778
17.9,7.458541664,-7.458541664
17.8,7.454486904,-7.454486904
17.7,7.450241187,-7.450241187
17.6,7.445804188,-7.445804188
17.5,7.441175562,-7.441175562
17.4,7.436354954,-7.436354954
17.3,7.431341988,-7.431341988
17.2,7.426136277,-7.426136277
17.1,7.420737413,-7.420737413
17,7.415144975,-7.415144975
16.9,7.409358525,-7.409358525
16.8,7.403377608,-7.403377608
16.7,7.397201751,-7.397201751
16.6,7.390830468,-7.390830468
16.5,7.38426325,-7.38426325
16.4,7.377499576,-7.377499576
16.3,7.370538905,-7.370538905
16.2,7.363380677,-7.363380677
16.1,7.356024317,-7.356024317
16,7.348469228,-7.348469228
15.9,7.340714798,-7.340714798
15.8,7.332760394,-7.332760394
15.7,7.324605365,-7.324605365
15.6,7.316249039,-7.316249039
15.5,7.307690726,-7.307690726
15.4,7.298929716,-7.298929716
15.3,7.289965278,-7.289965278
15.2,7.28079666,-7.28079666
15.1,7.27142309,-7.27142309
15,7.261843774,-7.261843774
14.9,7.252057898,-7.252057898
14.8,7.242064623,-7.242064623
14.7,7.23186309,-7.23186309
14.6,7.221452416,-7.221452416
14.5,7.210831696,-7.210831696
14.4,7.2,-7.2
14.3,7.188956374,-7.188956374
14.2,7.17769984,-7.17769984
14.1,7.166229396,-7.166229396
14,7.154544011,-7.154544011
13.9,7.142642631,-7.142642631
13.8,7.130524174,-7.130524174
13.7,7.118187533,-7.118187533
13.6,7.105631569,-7.105631569
13.5,7.09285512,-7.09285512
13.4,7.07985699,-7.07985699
13.3,7.066635957,-7.066635957
13.2,7.053190767,-7.053190767
13.1,7.039520136,-7.039520136
13,7.025622748,-7.025622748
12.9,7.011497255,-7.011497255
12.8,6.997142274,-6.997142274
12.7,6.982556391,-6.982556391
12.6,6.967738155,-6.967738155
12.5,6.952686082,-6.952686082
12.4,6.937398648,-6.937398648
12.3,6.921874295,-6.921874295
12.2,6.906111424,-6.906111424
12.1,6.890108399,-6.890108399
12,6.873863542,-6.873863542
11.9,6.857375136,-6.857375136
11.8,6.840641417,-6.840641417
11.7,6.823660583,-6.823660583
11.6,6.806430783,-6.806430783
11.5,6.788950121,-6.788950121
11.4,6.771216656,-6.771216656
11.3,6.753228395,-6.753228395
11.2,6.734983296,-6.734983296
11.1,6.716479267,-6.716479267
11,6.697714162,-6.697714162
10.9,6.67868578,-6.67868578
10.8,6.659391864,-6.659391864
10.7,6.639830099,-6.639830099
10.6,6.619998112,-6.619998112
10.5,6.599893465,-6.599893465
10.4,6.57951366,-6.57951366
10.3,6.558856131,-6.558856131
10.2,6.537918247,-6.537918247
10.1,6.516697304,-6.516697304
10,6.495190528,-6.495190528
9.9,6.473395071,-6.473395071
9.8,6.451308007,-6.451308007
9.7,6.428926329,-6.428926329
9.6,6.406246951,-6.406246951
9.5,6.383266699,-6.383266699
9.4,6.359982311,-6.359982311
9.3,6.336390435,-6.336390435
9.2,6.312487624,-6.312487624
9.1,6.288270331,-6.288270331
9,6.263734908,-6.263734908
8.9,6.238877603,-6.238877603
8.8,6.213694553,-6.213694553
8.7,6.188181781,-6.188181781
8.6,6.16233519,-6.16233519
8.5,6.136150564,-6.136150564
8.4,6.109623556,-6.109623556
8.3,6.082749687,-6.082749687
8.2,6.055524337,-6.055524337
8.1,6.027942746,-6.027942746
8,6,-6
7.9,5.971691029,-5.971691029
7.8,5.943010601,-5.943010601
7.7,5.91395331,-5.91395331
7.6,5.884513574,-5.884513574
7.5,5.854685623,-5.854685623
7.4,5.824463495,-5.824463495
7.3,5.793841019,-5.793841019
7.2,5.762811814,-5.762811814
7.1,5.731369274,-5.731369274
7,5.699506558,-5.699506558
6.9,5.667216579,-5.667216579
6.8,5.634491991,-5.634491991
6.7,5.601325178,-5.601325178
6.6,5.567708236,-5.567708236
6.5,5.533632961,-5.533632961
6.4,5.499090834,-5.499090834
6.3,5.464073,-5.464073
6.2,5.428570254,-5.428570254
6.1,5.392573018,-5.392573018
6,5.356071321,-5.356071321
5.9,5.31905478,-5.31905478
5.8,5.281512567,-5.281512567
5.7,5.243433393,-5.243433393
5.6,5.204805472,-5.204805472
5.5,5.165616493,-5.165616493
5.4,5.125853587,-5.125853587
5.3,5.085503294,-5.085503294
5.2,5.044551516,-5.044551516
5.1,5.002983485,-5.002983485
5,4.960783708,-4.960783708
4.9,4.917935924,-4.917935924
4.8,4.874423043,-4.874423043
4.7,4.830227091,-4.830227091
4.6,4.785329142,-4.785329142
4.5,4.739709247,-4.739709247
4.4,4.693346354,-4.693346354
4.3,4.64621822,-4.64621822
4.2,4.598301317,-4.598301317
4.1,4.549570722,-4.549570722
4,4.5,-4.5
3.9,4.449561074,-4.449561074
3.8,4.398224073,-4.398224073
3.7,4.345957173,-4.345957173
3.6,4.292726406,-4.292726406
3.5,4.238495458,-4.238495458
3.4,4.18322543,-4.18322543
3.3,4.126874574,-4.126874574
3.2,4.06939799,-4.06939799
3.1,4.010747281,-4.010747281
3,3.950870157,-3.950870157
2.9,3.889709983,-3.889709983
2.8,3.827205247,-3.827205247
2.7,3.763288954,-3.763288954
2.6,3.697887911,-3.697887911
2.5,3.630921887,-3.630921887
2.4,3.562302626,-3.562302626
2.3,3.491932667,-3.491932667
2.2,3.419703935,-3.419703935
2.1,3.345496039,-3.345496039
2,3.269174208,-3.269174208
1.9,3.190586741,-3.190586741
1.8,3.109561866,-3.109561866
1.7,3.025903791,-3.025903791
1.6,2.939387691,-2.939387691
1.5,2.849753279,-2.849753279
1.4,2.756696392,-2.756696392
1.3,2.659857844,-2.659857844
1.2,2.558808316,-2.558808316
1.1,2.453027466,-2.453027466
1,2.341874249,-2.341874249
0.9,2.224543492,-2.224543492
0.8,2.1,-2.1
0.7,1.966874106,-1.966874106
0.6,1.823286867,-1.823286867
0.5,1.666536453,-1.666536453
0.4,1.492481156,-1.492481156
0.3,1.294157545,-1.294157545
0.2,1.058005198,-1.058005198
0.1,0.7490619133,-0.7490619133
0,0,0